1886,8,0
1888,6,0
1890,6,0
1892,6,0
1896,5,0
1899,6,0
1901,7,0
1902,5,0
1903,5,0
1904,6,0
1905,21,0
1906,6,0
1907,7,0
1908,11,0
1909,16,0
1910,15,0
1911,12,0
1912,12,0
1913,21,0
1914,23,0
1915,27,0
1916,39,0
1917,32,0
1918,44,0
1919,40,1
1920,30,1
1921,24,1
1922,30,2
1923,44,4
1924,33,3
1925,25,3
1926,21,3
1927,38,8
1928,28,7
1929,33,9
1930,29,9
1931,41,14
1932,72,27
1933,107,44
1934,103,45
1935,94,44
1936,97,52
1937,91,51
1938,87,51
1939,77,47
1940,85,53
1941,171,111
1942,187,125
1943,190,131
1944,146,103
1945,132,95
1946,152,117
1947,137,108
1948,137,109
1949,176,143
1950,202,166
1951,206,172
1952,208,176
1953,152,130
1954,143,123
1955,134,116
1956,120,106
1957,117,104
1958,106,95
1959,136,123
1960,128,116
1961,127,116
1962,100,91
1963,155,142
1964,169,156
1965,167,154
1966,168,157
1967,128,120
1968,102,96
1969,107,101
1970,105,99
1971,104,98
1972,84,80
1973,64,61
1974,50,47
1975,93,89
1976,123,119
1977,90,87
1978,109,105
1979,112,108
1980,130,126
1981,155,150
1982,155,151
1983,200,195
1984,285,278
1985,438,427
1986,461,452
1987,651,639
1988,914,898
1989,1193,1173
1990,2028,1995
1991,2380,2343
1992,2709,2668
1993,3050,3005
1994,4737,4669
1995,7357,7254
1996,7258,7180
1997,8031,7948
1998,8549,8464
1999,9648,9556
2000,10242,10148
2001,9637,9551
2002,9032,8954
2003,8910,8835
2004,8364,8295
2005,7374,7314
2006,6513,6471
2007,6028,5990
2008,5257,5224
2009,5054,5023
2010,4328,4301
2011,3970,3946
2012,3450,3430
2013,3170,3152
2014,2846,2830
2015,2647,2632
